Date,Patient Residence,geolocation,State,Naloxone Prescription Count,"Naloxone Rate per 1,000 Residents",Opiate Agonist Prescription Count,"Opiate Agonist Rate per 1,000 Residents",Opiate Partial Agonist Prescription Count,"Opiate Partial Agonist Rate per 1,000 Residents",Benzodiazepine Prescription Count,"Benzodiazepine Rate per 1,000 Residents",Stimulant Prescription Count,"Stimulant Rate per 1,000 Residents",Gabapentin Prescription Count,"Gabapentin Rate per 1,000 Residents"
2022 Quarter 4,Torrington,POINT (-73.0862 41.80137),CT,100,2.83,4997,141.33,1314,37.16,5196,146.96,3037,85.9,3037,85.9
2023 Quarter 3,Columbia,POINT (-72.27429 41.71974),CT,5,0.95,477,90.72,80,15.21,584,111.07,560,106.5,362,68.85
2024 Quarter 3,Pomfret,POINT (-71.95854 41.89781),CT,4,0.93,251,58.2,49,11.36,331,76.74,500,115.93,239,55.41
2022 Quarter 3,Newtown,POINT (-73.3087 41.41327),CT,20,0.73,2317,84.19,282,10.25,2397,87.09,2790,101.37,1248,45.35
2022 Quarter 1,North Stonington,POINT (-71.90452 41.45301),CT,12,0.89,1277,94.35,329,24.31,1562,115.4,1187,87.7,609,44.99
2022 Quarter 4,Plainville,POINT (-72.86727 41.6698),CT,26,1.49,1950,111.78,507,29.06,1949,111.72,1391,79.74,1391,79.74
2022 Quarter 2,Stamford,POINT (-73.54222 41.05195),CT,43,0.32,6791,50.11,745,5.5,8626,63.66,8031,59.26,4401,32.48
2023 Quarter 3,Plainfield,POINT (-71.91829 41.68003),CT,33,2.18,2060,136.04,540,35.66,1833,121.05,1461,96.48,1256,82.94
2022 Quarter 2,Norwalk,POINT (-73.40765 41.11366),CT,38,0.42,5753,63.09,655,7.18,6121,67.12,5531,60.65,3439,37.71
2024 Quarter 3,Andover,POINT (-72.38047 41.74159),CT,3,0.95,332,105.6,49,15.59,314,99.87,294,93.51,231,73.47
2022 Quarter 2,East Haddam,POINT (-72.46388 41.45985),CT,1,0.11,421,47.45,58,6.54,434,48.92,467,52.64,248,27.95
2024 Quarter 2,Fairfield,POINT (-73.22871 41.16636),CT,25,0.4,4090,65.05,352,5.6,5223,83.07,7044,112.04,2423,38.54
2022 Quarter 4,New Haven,POINT (-72.92432 41.30801),CT,509,3.77,11180,82.77,2486,18.4,7241,53.6,6260,46.34,6260,46.34
2024 Quarter 1,Cheshire,POINT (-72.89911 41.51169),CT,21,0.72,1846,63.67,334,11.52,2358,81.33,2734,94.3,1622,55.94
2024 Quarter 1,Naugatuck,POINT (-73.05522 41.49087),CT,39,1.23,3652,115.19,784,24.73,2948,92.98,2250,70.97,2146,67.69
2024 Quarter 4,Plymouth,POINT (-73.05273 41.67196),CT,8,0.68,1468,124.77,308,26.18,1260,107.09,1077,91.53,806,68.5
2023 Quarter 4,Sharon,POINT (-73.47017 41.88513),CT,4,1.47,279,102.42,22,8.08,273,100.22,229,84.07,177,64.98
2023 Quarter 2,Brooklyn,POINT (-71.94964 41.78716),CT,13,1.53,806,94.96,164,19.32,771,90.83,785,92.48,638,75.16
2025 Quarter 1,Durham,POINT (-72.68039 41.47169),CT,8,1.11,523,72.6,171,23.74,650,90.23,679,94.25,412,57.19
2023 Quarter 3,Winchester,POINT (-73.06812 41.92118),CT,15,1.46,1463,142.87,369,36.04,1546,150.98,957,93.46,850,83.01
2023 Quarter 2,Eastford,POINT (-72.07648 41.90571),CT,0,0,157,94.58,23,13.86,94,56.63,132,79.52,87,52.41
2024 Quarter 2,Voluntown,POINT (-71.86749 41.57275),CT,3,1.16,345,133.1,63,24.31,290,111.88,314,121.14,193,74.46
2025 Quarter 1,Watertown,POINT (-73.11894 41.60552),CT,9,0.4,2238,100.48,366,16.43,2295,103.03,1867,83.82,1142,51.27
2022 Quarter 3,Thomaston,POINT (-73.07407 41.67348),CT,11,1.48,974,130.69,198,26.57,909,121.96,582,78.09,486,65.21
2023 Quarter 1,Sterling,POINT (-71.82867 41.70749),CT,5,1.4,333,93.09,137,38.3,271,75.76,333,93.09,196,54.79
2025 Quarter 1,West Haven,POINT (-72.94998 41.27228),CT,91,1.66,5284,96.44,1327,24.22,4538,82.83,3322,60.63,2781,50.76
2022 Quarter 3,Essex,POINT (-72.39087 41.35324),CT,9,1.33,475,70.28,132,19.53,734,108.6,494,73.09,346,51.19
2024 Quarter 4,Brooklyn,POINT (-71.94964 41.78716),CT,11,1.28,853,99.05,198,22.99,801,93.01,887,103,580,67.35
2024 Quarter 1,Roxbury,POINT (-73.31102 41.56218),CT,2,0.88,180,78.98,3,1.32,178,78.1,194,85.13,96,42.12
2022 Quarter 3,Weston,POINT (-73.38307 41.22438),CT,1,0.1,570,55.15,47,4.55,883,85.43,1488,143.96,250,24.19
2024 Quarter 4,Woodbridge,POINT (-73.01207 41.35443),CT,5,0.55,575,63.74,116,12.86,765,84.8,1016,112.63,397,44.01
2023 Quarter 3,Hebron,POINT (-72.35799 41.66031),CT,6,0.66,760,83.32,157,17.21,908,99.55,894,98.02,520,57.01
2022 Quarter 4,Sharon,POINT (-73.47017 41.88513),CT,3,1.12,352,131.59,31,11.59,317,118.5,164,61.31,164,61.31
2023 Quarter 1,Middletown,POINT (-72.64977 41.56268),CT,261,5.54,4808,102.06,1557,33.05,4908,104.19,3719,78.95,3091,65.62
2023 Quarter 4,Weston,POINT (-73.38307 41.22438),CT,6,0.58,544,52.54,37,3.57,856,82.67,1591,153.66,237,22.89
2022 Quarter 3,Bethany,POINT (-73.00346 41.42245),CT,6,1.13,491,92.85,61,11.54,439,83.02,551,104.2,264,49.92
2023 Quarter 2,Branford,POINT (-72.81344 41.28321),CT,58,2.06,3143,111.55,638,22.64,4560,161.84,3083,109.42,2050,72.76
2022 Quarter 3,Columbia,POINT (-72.27429 41.71974),CT,2,0.38,507,96.65,112,21.35,591,112.66,534,101.79,340,64.81
2024 Quarter 2,Derby,POINT (-73.08964 41.32349),CT,47,3.8,1619,131.01,318,25.73,1192,96.46,1121,90.71,708,57.29
2022 Quarter 4,Eastford,POINT (-72.07648 41.90571),CT,3,1.81,139,83.73,28,16.87,96,57.83,100,60.24,100,60.24
2025 Quarter 1,North Stonington,POINT (-71.90452 41.45301),CT,5,0.97,249,48.21,86,16.65,268,51.89,470,91,219,42.4
2022 Quarter 4,Colebrook,POINT (-73.11155 42.0129),CT,1,0.74,173,127.49,21,15.48,146,107.59,92,67.8,92,67.8
2023 Quarter 1,Thompson,POINT (-71.86424 41.95972),CT,8,0.87,660,71.54,146,15.82,667,72.3,659,71.43,534,57.88
2022 Quarter 1,Norwich,POINT (-72.07568 41.52676),CT,117,2.91,4275,106.47,1970,49.06,4466,111.23,3322,82.74,3245,80.82
2022 Quarter 4,Norwalk,POINT (-73.40765 41.11366),CT,71,0.78,5733,62.87,617,6.77,6078,66.65,5431,59.55,5431,59.55
2025 Quarter 1,Milford,POINT (-73.05721 41.2253),CT,42,0.8,5098,96.57,1098,20.8,5936,112.44,5287,100.15,2794,52.92
2022 Quarter 2,West Haven,POINT (-72.94998 41.27228),CT,30,0.54,3495,62.93,554,9.98,5468,98.46,5613,101.07,2623,47.23
2024 Quarter 2,Plainville,POINT (-72.86727 41.6698),CT,26,1.49,1892,108.24,473,27.06,1865,106.7,1731,99.03,1114,63.73
2024 Quarter 4,Stamford,POINT (-73.54222 41.05195),CT,56,0.41,5854,42.97,878,6.45,8265,60.67,9167,67.29,4621,33.92
2024 Quarter 3,Southington,POINT (-72.87813 41.60022),CT,42,0.96,3802,86.92,953,21.79,4591,104.95,3789,86.62,2662,60.86
2024 Quarter 3,East Hartford,POINT (-72.64401 41.76897),CT,68,1.34,4214,83.19,952,18.79,3295,65.05,2339,46.18,3151,62.21
2022 Quarter 4,Naugatuck,POINT (-73.05522 41.49087),CT,35,1.11,3690,117.39,700,22.27,2940,93.53,2159,68.69,2159,68.69
2022 Quarter 1,Thompson,POINT (-71.86424 41.95972),CT,10,1.09,653,71.09,191,20.79,672,73.16,620,67.5,465,50.63
2023 Quarter 1,Seymour,POINT (-73.08051 41.39761),CT,21,1.26,2161,129.56,396,23.74,1610,96.53,1464,87.78,1059,63.49
2024 Quarter 4,Fairfield,POINT (-73.22871 41.16636),CT,30,0.47,4095,64.56,443,6.98,5298,83.52,7271,114.62,2608,41.11
2022 Quarter 2,East Windsor,POINT (-72.61661 41.92948),CT,25,2.24,1724,154.38,376,33.67,2275,203.73,2162,193.61,1151,103.07
2023 Quarter 3,Warren,POINT (-73.34873 41.74408),CT,3,2.22,107,79.14,6,4.44,89,65.83,110,81.36,59,43.64
2023 Quarter 1,Fairfield,POINT (-73.22871 41.16636),CT,41,0.66,3993,64.46,382,6.17,5306,85.65,6049,97.64,2215,35.76
2022 Quarter 4,Prospect,POINT (-72.9779 41.50128),CT,3,0.32,1023,109.48,92,9.85,994,106.38,732,78.34,732,78.34
2022 Quarter 1,New Hartford,POINT (-72.98018 41.87938),CT,6,0.9,653,98.17,127,19.09,655,98.47,505,75.92,413,62.09
2024 Quarter 4,Avon,POINT (-72.83009 41.81094),CT,6,0.32,1051,55.66,121,6.41,1652,87.49,1909,101.1,825,43.69
2022 Quarter 3,Vernon,POINT (-72.44806 41.86753),CT,46,1.52,3558,117.33,800,26.38,3672,121.08,2217,73.11,2256,74.39
2023 Quarter 2,Avon,POINT (-72.83009 41.81094),CT,9,0.48,1145,60.75,109,5.78,1630,86.48,1652,87.65,821,43.56
2023 Quarter 1,Cheshire,POINT (-72.89911 41.51169),CT,20,0.7,1887,65.91,343,11.98,2471,86.31,2307,80.59,1277,44.61
2022 Quarter 4,Branford,POINT (-72.81344 41.28321),CT,41,1.46,3047,108.14,681,24.17,4650,165.03,2933,104.1,2933,104.1
2022 Quarter 1,Hebron,POINT (-72.35799 41.66031),CT,3,0.33,830,91.19,161,17.69,875,96.13,810,88.99,525,57.68
2022 Quarter 2,Ledyard,POINT (-72.01819 41.44541),CT,29,1.88,1388,90.01,268,17.38,1327,86.06,1645,106.68,773,50.13
2022 Quarter 2,Middletown,POINT (-72.64977 41.56268),CT,205,4.3,4905,102.88,1672,35.07,4851,101.75,3481,73.01,2997,62.86
2024 Quarter 3,Warren,POINT (-73.34873 41.74408),CT,0,0,101,73.88,9,6.58,120,87.78,126,92.17,66,48.28
2023 Quarter 4,Torrington,POINT (-73.0862 41.80137),CT,113,3.18,4931,138.66,1255,35.29,4992,140.37,3101,87.2,3192,89.76
2023 Quarter 3,Bridgewater,POINT (-73.36584 41.53374),CT,2,1.21,117,70.82,2,1.21,143,86.56,138,83.54,59,35.71
2023 Quarter 2,Fairfield,POINT (-73.22871 41.16636),CT,40,0.65,4046,65.31,342,5.52,5318,85.84,6414,103.54,2264,36.55
2023 Quarter 3,Sterling,POINT (-71.82867 41.70749),CT,3,0.83,320,88.32,133,36.71,247,68.18,407,112.34,230,63.48
2023 Quarter 2,Roxbury,POINT (-73.31102 41.56218),CT,0,0,190,83.74,6,2.64,176,77.57,169,74.48,120,52.89
2022 Quarter 4,Roxbury,POINT (-73.31102 41.56218),CT,1,0.44,202,89.03,6,2.64,181,79.77,179,78.89,179,78.89
2023 Quarter 2,Lebanon,POINT (-72.20098 41.64541),CT,54,7.6,819,115.22,269,37.84,681,95.81,616,86.66,578,81.32
2023 Quarter 4,Winchester,POINT (-73.06812 41.92118),CT,9,0.88,1377,134.47,332,32.42,1500,146.48,971,94.82,867,84.67
2024 Quarter 2,Deep River,POINT (-72.43506 41.3833),CT,10,2.25,437,98.31,104,23.4,562,126.43,592,133.18,338,76.04
2023 Quarter 1,New London,POINT (-72.09624 41.35651),CT,99,3.58,3027,109.54,1567,56.7,2529,91.51,2173,78.63,2407,87.1
2024 Quarter 1,Plainfield,POINT (-71.91829 41.68003),CT,22,1.45,1929,127.39,532,35.13,1835,121.18,1525,100.71,1219,80.5
2023 Quarter 2,North Branford,POINT (-72.79389 41.33239),CT,17,1.26,1393,103.2,343,25.41,1625,120.39,1361,100.83,735,54.45
2023 Quarter 3,Bethel,POINT (-73.39842 41.38578),CT,19,0.92,1940,93.79,197,9.52,2015,97.42,2083,100.71,941,45.49
2023 Quarter 4,Plymouth,POINT (-73.05273 41.67196),CT,22,1.88,1545,131.93,309,26.39,1320,112.71,1058,90.34,796,67.97
2022 Quarter 4,Winchester,POINT (-73.06812 41.92118),CT,22,2.15,1510,147.79,409,40.03,1425,139.47,867,84.86,867,84.86
2022 Quarter 1,Westbrook,POINT (-72.44255 41.28353),CT,106,15.69,5837,863.84,1226,181.44,4902,725.47,2737,405.06,2670,395.15
2022 Quarter 2,Columbia,POINT (-72.27429 41.71974),CT,4,0.76,493,93.67,120,22.8,593,112.67,495,94.05,319,60.61
2023 Quarter 3,Windsor,POINT (-72.64351 41.85179),CT,22,0.75,2188,74.29,256,8.69,1978,67.16,1857,63.05,1341,45.53
2024 Quarter 1,Columbia,POINT (-72.27429 41.71974),CT,5,0.95,502,95.47,71,13.5,594,112.97,547,104.03,310,58.96
2022 Quarter 1,Plainfield,POINT (-71.91829 41.68003),CT,30,2,2164,144.42,602,40.18,1905,127.14,1268,84.62,1258,83.96
2022 Quarter 2,Winchester,POINT (-73.06812 41.92118),CT,18,1.76,1490,145.71,397,38.82,1554,151.97,898,87.82,971,94.95
2022 Quarter 3,Sharon,POINT (-73.47017 41.88513),CT,17,6.36,333,124.49,60,22.43,326,121.87,182,68.04,203,75.89
2023 Quarter 2,Naugatuck,POINT (-73.05522 41.49087),CT,53,1.69,3731,118.7,717,22.81,2871,91.34,2105,66.97,2150,68.4
2023 Quarter 3,Ellington,POINT (-72.46909 41.90438),CT,14,0.82,1225,72.16,204,12.02,1476,86.94,1187,69.92,745,43.88
2024 Quarter 4,New London,POINT (-72.09624 41.35651),CT,83,3.01,2873,104.25,1503,54.54,2512,91.15,2704,98.11,2433,88.28
2024 Quarter 3,Southbury,POINT (-73.22107 41.47965),CT,11,0.55,1832,91.02,163,8.1,1952,96.98,1803,89.58,1123,55.8
2023 Quarter 3,North Branford,POINT (-72.79389 41.33239),CT,20,1.49,1404,104.28,310,23.02,1625,120.69,1317,97.82,779,57.86
2024 Quarter 2,Woodbury,POINT (-73.20877 41.54365),CT,2,0.2,783,79.88,95,9.69,889,90.7,983,100.29,478,48.77
2023 Quarter 2,Kent,POINT (-73.47267 41.7267),CT,6,2.01,212,71.05,17,5.7,268,89.81,237,79.42,66,22.12
2023 Quarter 1,Bethlehem,POINT (-73.20126 41.63979),CT,5,1.48,397,117.25,46,13.59,347,102.48,243,71.77,77,22.74
2022 Quarter 4,Bridgeport,POINT (-73.19064 41.18213),CT,397,2.68,12152,81.92,1350,9.1,7483,50.45,4058,27.36,4058,27.36
2023 Quarter 3,Westport,POINT (-73.35935 41.14149),CT,10,0.36,1269,46.27,77,2.81,2539,92.57,3524,128.49,922,33.62
2023 Quarter 2,Suffield,POINT (-72.65914 41.98373),CT,10,0.63,1238,78.05,176,11.1,1195,75.34,1222,77.04,1030,64.94
2025 Quarter 1,Ellington,POINT (-72.46909 41.90438),CT,5,0.29,1203,70.79,210,12.36,1364,80.26,1427,83.97,766,45.07
2023 Quarter 4,Bridgewater,POINT (-73.36584 41.53374),CT,0,0,128,77.48,8,4.84,142,85.96,144,87.17,77,46.61
2022 Quarter 1,Southbury,POINT (-73.22107 41.47965),CT,46,2.32,4140,209.24,812,41.04,4847,244.97,3224,162.94,2437,123.17
2024 Quarter 3,Waterford,POINT (-72.13852 41.34593),CT,13,0.66,2244,113.17,367,18.51,2552,128.7,2745,138.43,1530,77.16
2024 Quarter 1,East Windsor,POINT (-72.61661 41.92948),CT,8,0.72,646,57.8,137,12.26,562,50.29,306,27.38,352,31.5
2024 Quarter 4,Kent,POINT (-73.47267 41.7267),CT,9,2.94,224,73.06,17,5.54,265,86.43,276,90.02,95,30.98
2022 Quarter 3,Hamden,POINT (-72.90159 41.38428),CT,77,1.26,5194,85.26,744,12.21,4992,81.94,3262,53.54,2830,46.45
2024 Quarter 1,Scotland,POINT (-72.08296 41.69848),CT,0,0,59,37.41,8,5.07,55,34.88,48,30.44,42,26.63
2024 Quarter 2,Litchfield,POINT (-73.18895 41.74626),CT,3,0.36,801,96.75,108,13.05,939,113.42,749,90.47,540,65.23
2024 Quarter 3,Bethlehem,POINT (-73.20126 41.63979),CT,2,0.58,342,99.97,202,59.05,332,97.05,252,73.66,65,19
2023 Quarter 2,Prospect,POINT (-72.9779 41.50128),CT,9,0.96,973,104.13,120,12.84,940,100.6,740,79.2,458,49.02
2025 Quarter 1,Trumbull,POINT (-73.21967 41.23495),CT,27,0.72,2789,74.83,384,10.3,3365,90.29,3723,99.9,1685,45.21
2023 Quarter 4,Cornwall,POINT (-73.32991 41.84339),CT,0,0,133,84.55,8,5.09,153,97.27,129,82.01,76,48.32
2023 Quarter 1,New Haven,POINT (-72.92432 41.30801),CT,631,4.67,11394,84.35,2515,18.62,7387,54.69,6395,47.34,7733,57.25
2023 Quarter 1,Waterford,POINT (-72.13852 41.34593),CT,25,1.28,2189,111.95,382,19.54,2614,133.69,2343,119.83,1496,76.51
2025 Quarter 1,Chaplin,POINT (-72.14367 41.75973),CT,2,0.93,228,105.7,67,31.06,217,100.6,239,110.8,163,75.57
2022 Quarter 4,South Windsor,POINT (-72.56027 41.82628),CT,14,0.52,2061,77,236,8.82,2262,84.51,1857,69.38,1857,69.38
2023 Quarter 3,Cornwall,POINT (-73.32991 41.84339),CT,2,1.27,117,74.38,11,6.99,128,81.37,124,78.83,82,52.13
2023 Quarter 1,Burlington,POINT (-72.96183 41.76759),CT,6,0.63,769,80.18,98,10.22,839,87.48,791,82.47,462,48.17
2023 Quarter 4,Hampton,POINT (-72.05504 41.78333),CT,1,0.58,258,148.45,32,18.41,254,146.14,155,89.18,147,84.58
2023 Quarter 3,Franklin,POINT (-72.14672 41.61149),CT,2,1.06,151,80.28,45,23.92,203,107.92,185,98.35,131,69.64
2022 Quarter 2,Plainville,POINT (-72.86727 41.6698),CT,21,1.2,2068,118.06,573,32.71,2068,118.06,1362,77.76,1118,63.83
2024 Quarter 1,New London,POINT (-72.09624 41.35651),CT,81,2.89,2893,103.4,1439,51.43,2491,89.03,2622,93.71,2389,85.38
2024 Quarter 2,Bethany,POINT (-73.00346 41.42245),CT,7,1.33,381,72.2,72,13.64,456,86.41,626,118.63,283,53.63
2023 Quarter 2,Chaplin,POINT (-72.14367 41.75973),CT,4,1.87,264,123.19,42,19.6,210,97.99,214,99.86,147,68.6
2025 Quarter 1,Groton,POINT (-72.07151 41.35486),CT,36,0.95,2539,67.03,831,21.94,2533,66.87,3153,83.24,2004,52.91
2023 Quarter 1,Old Lyme,POINT (-72.33425 41.32392),CT,10,1.32,737,97.27,130,17.16,949,125.25,876,115.61,439,57.94
2024 Quarter 2,Scotland,POINT (-72.08296 41.69848),CT,2,1.27,60,38.05,9,5.71,49,31.07,50,31.71,45,28.54
2025 Quarter 1,Pomfret,POINT (-71.95854 41.89781),CT,0,0,289,67.01,31,7.19,339,78.6,585,135.64,235,54.49
2022 Quarter 3,Ridgefield,POINT (-73.49866 41.2845),CT,11,0.44,1257,50.26,89,3.56,1940,77.57,2584,103.31,878,35.1
2023 Quarter 2,East Granby,POINT (-72.7294 41.94359),CT,3,0.58,418,80.69,51,9.85,484,93.44,499,96.33,255,49.23
2025 Quarter 1,Derby,POINT (-73.08964 41.32349),CT,20,1.61,1506,121.39,319,25.71,1094,88.18,1171,94.39,720,58.04
2023 Quarter 3,Ansonia,POINT (-73.07875 41.34319),CT,39,2.06,2388,126.2,399,21.09,1613,85.24,1374,72.61,1067,56.39
2023 Quarter 3,Windham,POINT (-72.15472 41.69996),CT,100,4.1,2807,115.05,829,33.98,2026,83.04,1603,65.7,2062,84.51
2022 Quarter 2,Goshen,POINT (-73.23131 41.83122),CT,1,0.32,251,79.73,48,15.25,299,94.98,249,79.1,166,52.73
2022 Quarter 4,North Haven,POINT (-72.85793 41.39345),CT,41,1.7,2379,98.43,540,22.34,3028,125.28,2287,94.63,2287,94.63
2022 Quarter 3,Greenwich,POINT (-73.63981 41.06425),CT,20,0.31,3012,47.42,336,5.29,5391,84.88,6648,104.67,1762,27.74
2023 Quarter 2,Tolland,POINT (-72.37401 41.87454),CT,11,0.76,1069,73.67,136,9.37,1122,77.32,1212,83.52,738,50.86
2022 Quarter 2,Stratford,POINT (-73.13308 41.19875),CT,44,0.84,5514,105.5,600,11.48,4960,94.9,3221,61.63,2154,41.21
2022 Quarter 1,Sterling,POINT (-71.82867 41.70749),CT,4,1.12,340,94.95,149,41.61,281,78.47,282,78.75,203,56.69
2023 Quarter 3,North Canaan,POINT (-73.33104 42.02767),CT,0,0,38,11.84,3,0.93,52,16.2,14,4.36,28,8.73
2022 Quarter 4,Greenwich,POINT (-73.63981 41.06425),CT,25,0.39,2933,46.18,324,5.1,5379,84.69,6802,107.09,6802,107.09
2024 Quarter 3,Montville,POINT (-72.13662 41.45396),CT,24,1.35,1958,109.91,554,31.1,1876,105.31,2462,138.21,1537,86.28
2023 Quarter 2,Westbrook,POINT (-72.44255 41.28353),CT,5,0.73,773,113.51,143,21,926,135.98,765,112.33,452,66.37
2024 Quarter 1,Milford,POINT (-73.05721 41.2253),CT,68,1.29,5409,102.68,955,18.13,6087,115.55,4835,91.78,2762,52.43
2024 Quarter 4,Windsor,POINT (-72.64351 41.85179),CT,11,0.37,2200,74.9,310,10.55,1976,67.27,1904,64.82,1372,46.71
2022 Quarter 2,Southbury,POINT (-73.22107 41.47965),CT,29,1.47,4253,214.95,806,40.74,4715,238.3,3306,167.09,2552,128.98
2024 Quarter 1,Shelton,POINT (-73.1091 41.3226),CT,47,1.12,4131,98.6,599,14.3,3816,91.08,3325,79.36,2138,51.03
2025 Quarter 1,Litchfield,POINT (-73.18895 41.74626),CT,11,1.33,799,96.35,111,13.38,910,109.73,761,91.76,516,62.22
2022 Quarter 2,Griswold,POINT (-71.93757 41.58487),CT,15,1.31,1631,142.93,585,51.27,1454,127.42,1417,124.18,898,78.7
2022 Quarter 1,Avon,POINT (-72.83009 41.81094),CT,3,0.16,1228,64.91,125,6.61,1695,89.6,1670,88.28,839,44.35
2024 Quarter 3,Derby,POINT (-73.08964 41.32349),CT,43,3.47,1612,129.94,363,29.26,1190,95.92,1080,87.05,719,57.96
2024 Quarter 1,Bozrah,POINT (-72.15061 41.56752),CT,4,1.65,341,140.91,88,36.36,323,133.47,316,130.58,247,102.07
2023 Quarter 4,Kent,POINT (-73.47267 41.7267),CT,4,1.31,253,82.92,14,4.59,252,82.6,253,82.92,75,24.58
2024 Quarter 1,Union,POINT (-72.15536 41.99378),CT,0,0,49,61.79,0,0,33,41.61,39,49.18,32,40.35
2022 Quarter 2,North Stonington,POINT (-71.90452 41.45301),CT,19,1.4,1211,89.47,323,23.86,1485,109.72,1141,84.3,663,48.98
2023 Quarter 2,Berlin,POINT (-72.74506 41.62316),CT,23,1.14,1806,89.79,385,19.14,2120,105.4,1580,78.56,1158,57.57
2023 Quarter 3,New Britain,POINT (-72.78215 41.66772),CT,198,2.66,7507,100.91,2073,27.86,5560,74.74,3588,48.23,4300,57.8
2022 Quarter 3,Woodbury,POINT (-73.20877 41.54365),CT,18,1.84,814,83.39,112,11.47,968,99.17,792,81.14,375,38.42
2025 Quarter 1,Somers,POINT (-72.44013 41.98825),CT,6,0.56,848,79.07,207,19.3,787,73.38,896,83.54,829,77.3
2022 Quarter 3,North Canaan,POINT (-73.33104 42.02767),CT,1,0.31,44,13.81,10,3.14,40,12.56,20,6.28,46,14.44
2022 Quarter 3,New London,POINT (-72.09624 41.35651),CT,96,3.47,3110,112.54,1540,55.73,2719,98.39,2127,76.97,2324,84.1
2022 Quarter 2,Lisbon,POINT (-72.01016 41.60741),CT,2,0.48,375,89.48,109,26.01,405,96.64,297,70.87,241,57.5
2022 Quarter 1,Middlebury,POINT (-73.12099 41.5278),CT,6,0.79,623,82.22,82,10.82,736,97.14,690,91.07,315,41.57
2022 Quarter 4,Voluntown,POINT (-71.86749 41.57275),CT,1,0.39,323,126.47,47,18.4,301,117.85,251,98.28,251,98.28
2024 Quarter 3,Barkhamsted,POINT (-72.98828 41.91211),CT,4,1.09,411,111.78,21,5.71,347,94.37,360,97.91,274,74.52
2023 Quarter 2,Mansfield,POINT (-72.24121 41.80102),CT,24,0.91,963,36.54,194,7.36,1125,42.68,1040,39.46,661,25.08
2022 Quarter 1,Woodbury,POINT (-73.20877 41.54365),CT,3,0.31,818,84.23,84,8.65,978,100.71,760,78.26,377,38.82
2024 Quarter 4,Prospect,POINT (-72.9779 41.50128),CT,7,0.74,1036,109.29,115,12.13,1008,106.34,811,85.56,563,59.39
2022 Quarter 1,Deep River,POINT (-72.43506 41.3833),CT,7,1.59,558,126.47,150,34,578,131.01,485,109.93,275,62.33
2024 Quarter 3,Putnam,POINT (-71.90959 41.91616),CT,26,2.79,941,101.05,310,33.29,867,93.11,1021,109.64,850,91.28
2025 Quarter 1,East Hartford,POINT (-72.64401 41.76897),CT,63,1.24,4045,79.86,865,17.08,3075,60.71,2485,49.06,3096,61.12
2022 Quarter 4,Waterford,POINT (-72.13852 41.34593),CT,36,1.84,2462,125.91,392,20.05,2694,137.78,2346,119.98,2346,119.98
2024 Quarter 2,East Hartford,POINT (-72.64401 41.76897),CT,47,0.93,4459,87.92,865,17.06,3281,64.69,2381,46.95,3421,67.45
2024 Quarter 4,Voluntown,POINT (-71.86749 41.57275),CT,0,0,310,118.68,54,20.67,258,98.77,285,109.11,202,77.34
2024 Quarter 1,Hamden,POINT (-72.90159 41.38428),CT,91,1.5,4933,81.12,784,12.89,4656,76.57,3660,60.19,2724,44.8
2022 Quarter 3,Sterling,POINT (-71.82867 41.70749),CT,3,0.84,365,102.04,178,49.76,280,78.28,320,89.46,198,55.35
2023 Quarter 3,Hampton,POINT (-72.05504 41.78333),CT,4,2.3,277,159.38,32,18.41,274,157.65,149,85.73,162,93.21
2024 Quarter 2,Old Saybrook,POINT (-72.37706 41.29725),CT,6,0.57,1002,95.11,192,18.22,1347,127.86,1216,115.42,654,62.08
2025 Quarter 1,Clinton,POINT (-72.52778 41.27864),CT,8,0.6,1380,102.97,452,33.73,1684,125.65,1647,122.89,955,71.26
2023 Quarter 1,Easton,POINT (-73.30322 41.25238),CT,15,1.98,1075,141.56,217,28.58,1284,169.08,1191,156.83,639,84.15
2024 Quarter 4,New Canaan,POINT (-73.49182 41.14598),CT,5,0.24,855,40.98,89,4.27,1816,87.05,3010,144.28,893,42.81
2023 Quarter 3,Canaan,POINT (-73.301162 41.965661),CT,4,3.7,398,368.18,101,93.43,382,353.38,262,242.37,256,236.82
2022 Quarter 3,Watertown,POINT (-73.11894 41.60552),CT,14,0.63,2248,101.67,298,13.48,2407,108.86,1541,69.7,1093,49.43
2022 Quarter 4,Woodstock,POINT (-71.98144 41.95623),CT,3,0.36,585,71.16,81,9.85,554,67.39,629,76.51,629,76.51
2024 Quarter 2,Hampton,POINT (-72.05504 41.78333),CT,3,1.73,232,133.49,29,16.69,235,135.21,199,114.5,139,79.98
2024 Quarter 3,Roxbury,POINT (-73.31102 41.56218),CT,1,0.44,158,68.79,3,1.31,171,74.44,163,70.96,103,44.84
2024 Quarter 2,Tolland,POINT (-72.37401 41.87454),CT,5,0.34,1048,71.89,116,7.96,1143,78.41,1323,90.76,734,50.35
2025 Quarter 1,Killingly,POINT (-71.88486 41.80419),CT,16,0.89,1761,98.13,664,37,1782,99.3,2041,113.74,1518,84.59
2023 Quarter 4,Salisbury,POINT (-73.42246 41.98282),CT,1,0.24,227,53.55,47,11.09,273,64.4,325,76.67,117,27.6
2024 Quarter 4,Bridgeport,POINT (-73.19064 41.18213),CT,403,2.72,11800,79.71,2058,13.9,6816,46.05,4660,31.48,6803,45.96
